site,job_url,job_url_direct,title,company,location,job_type,date_posted,description
linkedin,https://www.linkedin.com/jobs/view/3671261889,,Senior Product Manager – Star Wars,NaturalMotion Games,"Brighton, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3855738162,,Product Manager,ClickJobs.io,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3853484738,,Client Advisor London,Fendi,"Greater London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857354180,,Senior Product Manager,Mail Metro Media,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3831276692,,Product Manager - Cloud (Athena Markets Technology Platform),JPMorgan Chase & Co.,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3789755155,,"Senior Product Manager, Agribusiness",S&P Global,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3855724692,,Product Manager,ClickJobs.io,"Leeds, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3855737668,,Technical Product Manager,trilitech,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3855735071,,Product Manager,ClickJobs.io,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857811319,,Senior Product Manager - Draw-Based Games,Allwyn UK,"Watford, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3814767726,,Validation Services Product Manager - Vice President,JPMorgan Chase & Co.,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857382401,,Scientific Analytics Product Manager,Dassault Systèmes,"Cambridge, England, UK",,2024-03-14,"Senior Product Manager | Product | London | Full-TimeWe're Hutch, a mobile games developer & publisher with studios in central London, Dundee and Canada. Our mission is to build the most diverse and engaged automotive gaming community on mobile. Our games have been played by over 280 million people, with new titles in development.We believe in putting our people first. Here you can make games without sacrificing quality time with family and friends. We strive to ensure our people are happy and healthy. Our teams are small and empowered, they have the independence to take on creative and technical challenges together, to work collaboratively, to make great games and have fun along the way. We believe in; Looking after our people, small empowered teams, complete transparency, test, learn repeat, community at the core and the freedom to focus on what truly makes a difference to our players.We're driven by our players! Come and Join the mission!Senior Product ManagerHutch are looking for a Senior Product Manager to join their team in London. You should be result-oriented and enjoy working with a high level of autonomy. You should have a good knowledge of the mobile gaming market, an understanding of business ethics and a data-driven approach to optimisation. You'll be reporting to the Game Director and work closely with the Analyst and other Product Managers to execute a product-centered strategy that will drive sustainable growth across all KPI's.ResponsibilitiesUnderstand and improve internal processesSole Owner of Live-opsPricing In-game AssetsCollaboration with Analysts & Game DesignerBalancing game economyFeature DesignDesigning offers for improving the monetisation of the gameCreate hypothesis and a/b test those hypothesisDevelop feature ideas that address user and business needs and work cross-functionally (with engineers, UI designers, community, marketing, etc.) to launch themHandling continual product requirements for sustaining the product's healthAnalyse and report on product performanceDeliver market & competitor analyses, with a particular focus on games operating in the same space RequirementsExperience in the mobile gaming industry in a product management or game design roleUnderstanding of A/B testing fundamentalsExceptional analytical skills, including the ability to extract dataUnderstanding of Power of Live-OpsAbility to write clear and concise specs for new featuresGood communication and interpersonal skillsPassion for games and mobile gamingGood written and verbal communication skillsAbility to work with different stakeholdersInterest in ""Free to Play"" gaming Bonus PointsAbility to create UI wireframes and tailor good UXExperience with CRM tools like Braze, Leanplum etc.Extensive market knowledge (e.g. all top grossing games)Ability to extract data via SQLMotorsports enthusiastInterested in community management BenefitsLife at HutchOur HQ is in the heart of Shoreditch in central London. We have additional offices in Dundee and Mahone Bay, Nova Scotia. We're an agile, creative team with people at the core of our values. We reward our employees with;Hutch is now a 4-Day Work Week company*Flexible working hoursRemote working 2 days per weekExcellent salaryPrivate health careEnhanced Maternity (18 weeks) and Paternity leave (6 weeks)Access to mental health initiatives such as private mental health coachingSupport to learn, develop and progress within HutchFree snacks and drinksSocial events, game launch parties, Thursday night drinks and much more *This will mean that Hutch employees will work a maximum of 4 days per week (30 hours/week) Mon-Thurs, with zero reductions in pay (compared to a 5 day working week).Our Values Transparent - Being transparent and open helps us to be trusted and fosters integrity. Humble - When we are humble we show humility, we let go of egos and we are self-aware. Collaborative - We value teamwork, the spirit of collaboration and the results of working together. Driven - We have drive and ambition and always push for the best results rather than settling. Adaptable - Demonstrating the ability to adapt ultimately helps us grow and helps us thrive in different situations We value diversity and as an equal opportunity employer we encourage applications from all suitable applicants. All applicants will be considered for employment without attention to race, colour, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.Please see Hutch Privacy Policy for details on how Hutch uses your personal data.Come and find out more about Hutch. We make racing games, but it's not the only thing that drives us - https://www.hutch.io/



        
            Show more
          

          



        
            Show less"
linkedin,https://www.linkedin.com/jobs/view/3851726888,,Senior Product Manager,Tata Communications,"London Area, United Kingdom",,2024-03-13,"Financial AccountantFinchley, North LondonUp to £35,000 + Excellent ProspectsCV Screen is recruiting for a qualified Accounting professional for a successful entrepreneur in Finchley. The role is office based and a salary up to £35,000 is available.ROLE DETAILSThe role as a Financial Accountant is integral to the company and will involve overseeing a broad range of financial processes, helping ensure the smooth running of financial operations, and contributing to the company's ongoing growth and success.Your Duties Will Include Assist with the preparation of annual accounts and working papers for various entities to Trial Balance. Assist with the preparation of information required by external auditors when necessary. Oversee cash forecasting and management across a consolidation of all entities. Compile supporting information to be supplied to professional Tax Advisers for Personal (including France) and Corporate Tax Returns. Assume overall responsibility for the financial management of a small Charitable Foundation. Assist with financial aspects of a 2-year property development project. Assist with the preparation of monthly consolidated management accounts.Required SkillsThe accountant will have the majority of the following experience: Previous experience as an Accountant (possibly within a Practice environment). Accountancy qualifications (Part qualified applicants will also be considered) in ACCA or CIMA Excellent analytical skills and strong attention to detail.SalarySalary up to £35,000 + BenefitsLOCATION: Finchley, North LondonTo ApplyPlease send your CV to Sam Gillett at CV Screen in strict confidence or call Sam for more details.CV Screen is the Recruitment Agency managing this vacancy.ALTERNATE TITLESSemi Senior Accountant | Accounts Semi SeniorCV Screen Ltd acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the Privacy Policy which can be found on the CV Screen website.
        


        
            Show more
          

          



        
            Show less"
